Id;1;Original url;https://rehab-reviews-staging.herokuapp.com/dothan-al/david-wayne-williams-m-d-0c8329a4-98b9-4532-8417-ede7b8cda141;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/dothan-al/david-wayne-williams-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/dothan-al/david-wayne-williams-m-d; Response code;301;Status;OK
Id;2;Original url;https://rehab-reviews-staging.herokuapp.com/tucson-az/dianne-m-keller-m-d-f9141248-3220-4e21-bc92-15e07f266984;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/tucson-az/dianne-m-keller-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/tucson-az/dianne-m-keller-m-d; Response code;301;Status;OK
Id;3;Original url;https://rehab-reviews-staging.herokuapp.com/colton-ca/steven-f-ruh-m-d-3c63c786-79cb-436c-b7c5-60e1c39f1a28;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/colton-ca/steven-f-ruh-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/colton-ca/steven-f-ruh-m-d; Response code;301;Status;OK
Id;4;Original url;https://rehab-reviews-staging.herokuapp.com/costa-mesa-ca/nicole-poliquin-m-d-e00d9fe7-01b3-45e9-83d9-dcffd5c37874;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/costa-mesa-ca/nicole-poliquin-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/costa-mesa-ca/nicole-poliquin-m-d; Response code;301;Status;OK
Id;5;Original url;https://rehab-reviews-staging.herokuapp.com/la-jolla-ca/howard-barry-moss-m-d-2dc4485e-d6bf-460e-bbc7-b95dd5a44643;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/la-jolla-ca/howard-barry-moss-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/la-jolla-ca/howard-barry-moss-m-d; Response code;301;Status;OK
Id;6;Original url;https://rehab-reviews-staging.herokuapp.com/los-angeles-ca/sean-sassano-higgins-m-d-a3d3ef5a-dd1f-42da-8bfd-278c6de658f3;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/los-angeles-ca/sean-sassano-higgins-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/los-angeles-ca/sean-sassano-higgins-m-d; Response code;301;Status;OK
Id;7;Original url;https://rehab-reviews-staging.herokuapp.com/santa-ana-ca/thomas-s-powers-m-d-3ac7bf9f-3e32-4ffc-bfcf-81b557dfe54e;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/thomas-s-powers-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/thomas-s-powers-m-d; Response code;301;Status;OK
Id;8;Original url;https://rehab-reviews-staging.herokuapp.com/santa-ana-ca/yin-jia-gong-6db11229-7df1-4289-8999-22e429a4abd4;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/yin-jia-gong; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/yin-jia-gong; Response code;301;Status;OK
Id;9;Original url;https://rehab-reviews-staging.herokuapp.com/santa-rosa-ca/anish-s-shah-m-d-a3dff905-7500-4426-bc62-07a064ef81cf;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-rosa-ca/anish-s-shah-m-d; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-rosa-ca/anish-s-shah-m-d; Response code;301;Status;OK
Id;10;Original url;https://rehab-reviews-staging.herokuapp.com/west-hollywood-ca/robert-chang-d-o-2825529d-e2fa-4a12-b532-592ae9862e55;Redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/west-hollywood-ca/robert-chang-d-o; Real redirected url;https://rehab-reviews-staging.herokuapp.com/buprenorphine/west-hollywood-ca/robert-chang-d-o; Response code;301;Status;OK
