Id,1,Original url,https://rehab-reviews-staging.herokuapp.com/dothan-al/david-wayne-williams-m-d-0c8329a4-98b9-4532-8417-ede7b8cda141,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/dothan-al/david-wayne-williams-m-d
Id,2,Original url,https://rehab-reviews-staging.herokuapp.com/tucson-az/dianne-m-keller-m-d-f9141248-3220-4e21-bc92-15e07f266984,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/tucson-az/dianne-m-keller-m-d
Id,3,Original url,https://rehab-reviews-staging.herokuapp.com/colton-ca/steven-f-ruh-m-d-3c63c786-79cb-436c-b7c5-60e1c39f1a28,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/colton-ca/steven-f-ruh-m-d
Id,4,Original url,https://rehab-reviews-staging.herokuapp.com/costa-mesa-ca/nicole-poliquin-m-d-e00d9fe7-01b3-45e9-83d9-dcffd5c37874,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/costa-mesa-ca/nicole-poliquin-m-d
Id,5,Original url,https://rehab-reviews-staging.herokuapp.com/la-jolla-ca/howard-barry-moss-m-d-2dc4485e-d6bf-460e-bbc7-b95dd5a44643,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/la-jolla-ca/howard-barry-moss-m-d
Id,6,Original url,https://rehab-reviews-staging.herokuapp.com/los-angeles-ca/sean-sassano-higgins-m-d-a3d3ef5a-dd1f-42da-8bfd-278c6de658f3,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/los-angeles-ca/sean-sassano-higgins-m-d
Id,7,Original url,https://rehab-reviews-staging.herokuapp.com/santa-ana-ca/thomas-s-powers-m-d-3ac7bf9f-3e32-4ffc-bfcf-81b557dfe54e,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/thomas-s-powers-m-d
Id,8,Original url,https://rehab-reviews-staging.herokuapp.com/santa-ana-ca/yin-jia-gong-6db11229-7df1-4289-8999-22e429a4abd4,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-ana-ca/yin-jia-gong
Id,9,Original url,https://rehab-reviews-staging.herokuapp.com/santa-rosa-ca/anish-s-shah-m-d-a3dff905-7500-4426-bc62-07a064ef81cf,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/santa-rosa-ca/anish-s-shah-m-d
Id,10,Original url,https://rehab-reviews-staging.herokuapp.com/west-hollywood-ca/robert-chang-d-o-2825529d-e2fa-4a12-b532-592ae9862e55,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/west-hollywood-ca/robert-chang-d-o
Id,11,Original url,https://rehab-reviews-staging.herokuapp.com/woodland-hills-ca/morris-mesler-m-d-ec7a85cd-54ed-495b-afc0-dd7d1d3dac75,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/woodland-hills-ca/morris-mesler-m-d
Id,12,Original url,https://rehab-reviews-staging.herokuapp.com/fort-morgan-co/paul-d-freda-m-d-289550ce-06a9-43b7-9ce6-d218723582e1,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/fort-morgan-co/paul-d-freda-m-d-4
Id,13,Original url,https://rehab-reviews-staging.herokuapp.com/stamford-ct/christine-s-naungayan-m-d-acb65cb9-b1d2-4a28-9d11-b855cd1a929b,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/stamford-ct/christine-s-naungayan-m-d
Id,14,Original url,https://rehab-reviews-staging.herokuapp.com/stamford-ct/sunil-saxena-m-d-8c99f77d-b267-414a-95f7-1269fbe499af,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/stamford-ct/sunil-saxena-m-d
Id,15,Original url,https://rehab-reviews-staging.herokuapp.com/altamonte-springs-fl/sonia-m-rameriz-seifert-m-d-facfbd12-7eed-45e9-8031-b95a643ec062,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/altamonte-springs-fl/sonia-m-rameriz-seifert-m-d
Id,16,Original url,https://rehab-reviews-staging.herokuapp.com/altamonte-springs-fl/walter-lamar-seifert-m-d-cb308ec0-9ff4-4756-abba-e6cf532ce677,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/altamonte-springs-fl/walter-lamar-seifert-m-d
Id,17,Original url,https://rehab-reviews-staging.herokuapp.com/arcadia-fl/martha-maria-coetzee-m-d-53236cc5-766f-46fb-8881-9b4f21d5e99b,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/arcadia-fl/martha-maria-coetzee-m-d
Id,18,Original url,https://rehab-reviews-staging.herokuapp.com/coconut-creek-fl/fernando-jimenez-m-d-d82974c5-b985-4ade-b9f4-e176ab703a67,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/coconut-creek-fl/fernando-jimenez-m-d
Id,19,Original url,https://rehab-reviews-staging.herokuapp.com/delray-beach-fl/arthur-charles-rosenblatt-m-d-9e756c77-5ac0-4aef-941e-ad5a240aa76c,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/delray-beach-fl/arthur-charles-rosenblatt-m-d
Id,20,Original url,https://rehab-reviews-staging.herokuapp.com/delray-beach-fl/ricardo-j-sabates-m-d-b102c337-226b-423f-bb5f-0365fc04896a,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/delray-beach-fl/ricardo-j-sabates-m-d
Id,21,Original url,https://rehab-reviews-staging.herokuapp.com/fort-myers-fl/dareld-r-morris-d-o-87443a61-f821-475a-88a0-0adcbb78d841,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/fort-myers-fl/dareld-r-morris-d-o
Id,22,Original url,https://rehab-reviews-staging.herokuapp.com/melbourne-fl/raymond-e-mcknight-m-d-3ce3a68a-b3e6-4c45-a8ff-44da82868ffb,Redirected url,https://rehab-reviews-staging.herokuapp.com/buprenorphine/melbourne-fl/raymond-e-mcknight-m-d-1
